title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
Seated Barbell Curl,Seated Incline Dumbbell Curl,0.5625,No description available,Strength,Biceps,biceps,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif,1cc73765-58a8-40d5-bc5c-a8e42c6caf71,439d17f3-c071-450f-86b2-fe2bebd7aa4b
AM Standing Barbell Curl,Standing Barbell Rollout,0.5538,"The standing EZ-bar curl is an immenselyp popular exercise targeting the biceps. It is commonly performed for moderate to high reps as part of an upper body or arms-focused workout. Many gyms even have EZ-bars at fixed weights, allowing for easy weight changes.",Strength,Biceps,abs,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Barbell-Rollout.gif,48a7756d-6c78-407f-9ab3-fd05f1dab2e6,ba1e32d4-39e7-47cd-a717-ec646f7ac2a0
30 Arms Standing Barbell Curl,Standing Barbell Rollout,0.4971,No description available,Strength,Biceps,abs,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Barbell-Rollout.gif,a53a75dd-99df-4c08-9019-c24b081ad20b,ba1e32d4-39e7-47cd-a717-ec646f7ac2a0
"Bicep Curls ""21s""",Band Biceps Curl,0.5814,No description available,Strength,Biceps,biceps,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,61175431-304e-48ff-a036-d60f005eab22,13a520d2-95de-46be-8459-8dfd750c168c
Biceps curl to shoulder press,Lying Shoulder Press,0.6202,"The biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",Strength,Biceps,shoulders,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lying-Shoulder-Press.gif,b20b9a57-c7cd-44be-ada7-7d3336914836,fd54ec17-57dc-4621-8462-60cb4b2289b5
Cross-body hammer curl,Cross Body Push-up,0.6358,"The cross-body hammer curl is a dumbbell exercise that targets the biceps, brachialis, and forearm muscles. Rather than lifting the weights directly in front of the body, you lift them across the torso. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. This helps isolate the brachialis muscles on each arm. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Strength,Biceps,full-body,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif,c9040125-6396-44e6-82e9-386dc3c0e415,bc4c077f-0fd8-42c4-b9e6-dbfabf81d8ec
Alternate Incline Dumbbell Curl,Band Alternate Incline Chest Press,0.6787,"The alternating incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 rep per arm or more, as part of upper-body or arm-focused training.",Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternate-Incline-Chest-Press-.gif,5e0cb1f5-0a10-4e72-9585-510709c11e5a,e6e66831-9199-4530-8377-829d8ac05518
Alternate Hammer Curl,Alternate Leg Raises,0.5837,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Biceps,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Alternate-Leg-Raises.gif,d825c988-7ea5-49b5-ae12-62d42ad31f9a,7ac62e73-c11b-48e9-87f9-e79d191a0e42
Seated dumbbell biceps curl,Seated Incline Dumbbell Curl,0.6638,"The seated dumbbell biceps curl is a popular exercise for building bigger biceps. While curls can effectively be performed standing as well, performing them seated can enforce strict form and perhaps boost the mind-muscle connection. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif,3ad97972-b9d7-424f-adc0-4440c8bda428,439d17f3-c071-450f-86b2-fe2bebd7aa4b
Lying Supine Dumbbell Curl,Dumbbell Curl,0.5352,No description available,Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,099aebf6-9190-46ca-a204-76186126e1d6,6df2d760-52e5-490f-8cc3-4fb87fa1194b
Palms-out incline biceps curl,Cable Incline Biceps Curl,0.6684,"The palms-out incline biceps curl is an exercise targeting the biceps. It is largely similar to the incline dumbbell curl, but the palms-out position targets the long head of the biceps, which is responsible for the biceps ""peak."" This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif,527873ed-550a-46c2-b74f-6333e16c4e4e,76675098-d25f-457e-aa63-93e5854a157e
Straight-arm plank with biceps curl,One Arm Biceps Curl,0.5364,"The straight-arm plank with biceps curl is a hybrid movement that trains the abdominal and biceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing an additional cardiovascular challenge.",Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,0a2d8385-58a0-41cb-b78e-44f479c28286,224f39f4-b27d-495b-949f-b98541fa695b
Face-down incline dumbbell biceps curl,Cable Incline Biceps Curl,0.6281,"The face-down incline dumbbell biceps curl is an exercise targeting the biceps and performed face down on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif,cffe73ad-8acd-4847-bd29-f7f4444b1528,76675098-d25f-457e-aa63-93e5854a157e
Seated Dumbbell Inner Biceps Curl,Seated Incline Dumbbell Curl,0.5285,No description available,Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif,bc7f73bd-582f-4c62-8f36-769baccdd6ae,439d17f3-c071-450f-86b2-fe2bebd7aa4b
Standing Inner-Biceps Curl,Band Biceps Curl,0.4774,No description available,Strength,Biceps,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,788527eb-ccd0-414b-b809-0e759cb1ae4d,13a520d2-95de-46be-8459-8dfd750c168c
Paul Carter Incline Dumbbell Biceps Curl,Cable Incline Biceps Curl,0.5715,The incline dumbbell biceps curl is an isolation exercise targeting the biceps. This variation targets the long head of the biceps more than a traditional curl and there is more overall tension to this muscle.,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif,83e42442-fb29-483f-832c-5950081efd85,76675098-d25f-457e-aa63-93e5854a157e
FYR Dumbbell Hammer Curl,Dumbbell Preacher Hammer (Scott) Curl,0.6786,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Biceps,forearm,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Preacher-Hammer-Curl.gif,f69aad9d-18f3-4c83-b5f5-3804459846b3,765f8b7f-18a4-49cd-9bcd-6fa120ba52f6
Dumbbell overhead hold with single-arm curl,Dumbbell Curl,0.4664,"The dumbbell overhead hold with single-arm curl combines an isometric overhead hold with a curl for the other arm. The two movements collectively target the muscles of the shoulders and arms, while providing a surprising core challenge. Expect to be challenged, even with light weight.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,3fcad22f-8d25-4002-8e13-d2a0a69ec567,6df2d760-52e5-490f-8cc3-4fb87fa1194b
Lunge hold dumbbell curl,Dumbbell Curl,0.6358,"The lunge hold dumbbell curl is a challenging complex that combines an isometric hold at the bottom of a lunge with a dumbbell biceps curl. The two exercises combine to target the legs, core, and biceps. The curl will determine the amount of weight you can use, but even a light weight will make the lunge hold seriously challenging.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,3bef367d-e508-4ebf-ac12-7b927cb175ea,6df2d760-52e5-490f-8cc3-4fb87fa1194b
FYR Dumbbell Biceps Curl,Dumbbell Curl,0.6631,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,fca2f320-a687-4cb4-a8fd-8cf505d2225b,6df2d760-52e5-490f-8cc3-4fb87fa1194b
Alternating dumbbell snatch,Seated Alternating Dumbbell Curl,0.656,"The alternating dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing it by alternating arms gives each arm the chance to recover, allowing you to do a greater amount of quality work. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,4f7acb58-0838-4f14-a8cc-dd13c64da52e,98334714-b20d-4c97-a9d9-e544e51a0c02
TBS Hammer Curl,Hammer Press,0.6331,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,77116fee-4c00-4279-8a39-8f72a906d3ee,0e251ec4-4873-44eb-b019-81d1fa0d13e0
Seated Dumbbell Curl - Gethin Variation,Seated Incline Dumbbell Curl,0.6397,"The seated dumbbell biceps curl is a standard exercise for building bigger biceps. While dumbbell biceps curls can be performed standing, this version involves sitting on a bench.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif,137d6d76-00d5-4818-9928-b7206c9b1c5f,439d17f3-c071-450f-86b2-fe2bebd7aa4b
Dumbbell Hammer Curl - Gethin Variation,Dumbbell Preacher Hammer (Scott) Curl,0.6252,"This curl is performed simultaneously with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Strength,Biceps,forearm,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Preacher-Hammer-Curl.gif,d225848e-5316-4a93-8cb2-65ea4dae69dc,765f8b7f-18a4-49cd-9bcd-6fa120ba52f6
Single-arm seated dumbbell curl,Seated Incline Dumbbell Curl,0.6386,"The single-arm seated dumbbell curl is a popular exercise for building bigger biceps. Performing it one arm at a time may allow you to use slightly heavier weight, while focusing on really feeling the mind-muscle connection in the working arm. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif,4d0b90dc-3168-4747-9caf-0fc7c801ef2f,439d17f3-c071-450f-86b2-fe2bebd7aa4b
Lying Cable Curl - Gethin Variation,Cable Curl,0.5876,The lying cable biceps curl is an isolation exercise that eliminates the possibility of using momentum from the lower body to raise the weight.,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/cable-curl.gif,a808b6d3-fe40-4598-a8c6-af5397c29155,d791fbfe-5744-460f-815c-0b1a65d6b842
Seated Biceps Hammer Curl,Hammer Press,0.547,No description available,Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,24618185-bf1a-4251-9d97-8f73c7c60ac8,0e251ec4-4873-44eb-b019-81d1fa0d13e0
HM Alternating Reverse Lunge With Biceps Curl,Seated Alternating Dumbbell Curl,0.4958,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,dd720082-553d-4e4d-b778-bd56da594cb6,98334714-b20d-4c97-a9d9-e544e51a0c02
AM Seated Hammer Curls,Hammer Press,0.5918,"The seated hammer curl is a popular exercise for building bigger biceps. The movement resembles hammering a nail—hence the name. While hammer can be performed standing, this version involves sitting on a bench.",Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,f4899d84-da3d-4451-9468-5dc2ab70d685,0e251ec4-4873-44eb-b019-81d1fa0d13e0
Alternating hammer curl,Seated Alternating Dumbbell Curl,0.6163,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail. It is generally performed for moderate to high reps, such as 8-12 reps or more, as part of the arm-focused portion of a workout.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,5006ce5a-c7f1-4cdd-a3a3-a65d98d6d86a,98334714-b20d-4c97-a9d9-e544e51a0c02
Alternating biceps curl,Seated Alternating Dumbbell Curl,0.6668,"The alternating biceps curl is a single-joint exercise for building bigger and stronger biceps one arm at a time. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,015578fd-d2f5-43bc-bd56-2b32151245b9,98334714-b20d-4c97-a9d9-e544e51a0c02
Holman Slow Biceps Curl,Band Biceps Curl,0.559,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,8b542093-413f-4da6-9b29-8c26c0939d8b,13a520d2-95de-46be-8459-8dfd750c168c
Holman Biceps Curl to Chest Punch,Band Biceps Curl,0.4836,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,e4d1729b-1b6e-48f0-b651-f48ed41332b7,13a520d2-95de-46be-8459-8dfd750c168c
Holman Right Arm Heavy Biceps Curl,One Arm Biceps Curl,0.5094,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,1a1929bb-d7c3-478e-bb39-ddb7d19ece61,224f39f4-b27d-495b-949f-b98541fa695b
Holman Left Arm Heavy Biceps Curl,One Arm Biceps Curl,0.5111,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,77eb3d5e-c19c-4568-bea1-491fa6098b59,224f39f4-b27d-495b-949f-b98541fa695b
Holman Alternating Front Lunge Biceps Curl,Seated Alternating Dumbbell Curl,0.5113,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,cdaec7f6-c60b-4d60-a039-669800d16f1b,98334714-b20d-4c97-a9d9-e544e51a0c02
Holman Weighted Double-Time Biceps Curl,Double Arm Dumbbell Curl,0.4199,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Double-Arm-Dumbbell-Curl.gif,17d4d14d-7ae9-44d3-bf87-c18642303ce3,9a0b4f7b-ed5a-4617-b0c0-0076c5b8d54f
Holman Heavy Right Arm Biceps Curl,One Arm Biceps Curl,0.5094,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,abc45518-616b-41f0-8836-19ac5adc45ed,224f39f4-b27d-495b-949f-b98541fa695b
Holman Heavy Left Arm Biceps Curl,One Arm Biceps Curl,0.5111,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,1e7ce76f-0700-4d6e-bb1a-6bb5d512cc20,224f39f4-b27d-495b-949f-b98541fa695b
MetaBurn Dumbbell Drag Curl,Dumbbell Curl,0.4972,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,b2085080-4046-43d5-82e8-e8faa3161b87,6df2d760-52e5-490f-8cc3-4fb87fa1194b
MetaBurn Hammer Curl to Overhead Press,Hammer Press,0.563,No description available,Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,173bdb88-f648-4dc1-812d-e25341e14674,0e251ec4-4873-44eb-b019-81d1fa0d13e0
MetaBurn Biceps Curl To Lateral Raise,Lever Lateral Raise,0.5055,No description available,Strength,Biceps,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Lateral-Raise.gif,fa532b70-2734-4fce-8973-8ff550e6d26a,bb7532e7-4072-4b58-a913-c80c64fc5069
FYR2 Pulse Biceps Curl,Band Biceps Curl,0.5292,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,472df7b9-c3b7-419f-a742-258d3ea46202,13a520d2-95de-46be-8459-8dfd750c168c
FYR2 Seesaw Dumbbell Biceps Curl,Dumbbell Curl,0.441,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,8f0a6438-e534-4c67-b5ef-8680ff59ed16,6df2d760-52e5-490f-8cc3-4fb87fa1194b
FYR2 Single-Dumbbell Biceps Curl,Dumbbell Curl,0.5634,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,9fbee4ef-1552-4fe6-961d-bc9299ffe703,6df2d760-52e5-490f-8cc3-4fb87fa1194b
FYR2 Dumbbell Curl-Row Complex,Dumbbell Curl,0.4759,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,68d2394d-66e9-46df-a767-fb1f15f2e204,6df2d760-52e5-490f-8cc3-4fb87fa1194b
30 Arms Standing Dumbbell Hammer Curl 21s,Dumbbell Preacher Hammer (Scott) Curl,0.4772,No description available,Strength,Biceps,forearm,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Preacher-Hammer-Curl.gif,d0214556-e586-436d-b4d0-1f12ab7829c3,765f8b7f-18a4-49cd-9bcd-6fa120ba52f6
30 Arms Standing Biceps Curl,One Arm Biceps Curl,0.542,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,5530f09a-a346-424e-ad70-f7ff013afdfb,224f39f4-b27d-495b-949f-b98541fa695b
30 Arms Standing Alternating Hammer Curl,Seated Alternating Dumbbell Curl,0.5014,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,a3baea5f-286e-42be-9319-41f73a6b7327,98334714-b20d-4c97-a9d9-e544e51a0c02
30 Arms Standing Alternating Biceps Curl,Seated Alternating Dumbbell Curl,0.5257,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,f91b9b66-5540-4c6d-8d83-0ca523d58638,98334714-b20d-4c97-a9d9-e544e51a0c02
30 Arms Single-Arm Dumbbell Preacher Curl,Two Dumbbell Preacher Curl,0.669,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Two-dumbbell-preacher-curl.gif,48503970-3f7f-4e5c-90e1-fe599d666041,6422f662-62e8-44a4-b51b-5336facf2c99
30 Arms Seated Biceps Curl,One Arm Biceps Curl,0.5676,No description available,Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif,c5058a5c-92b1-4821-af05-3a7269ae1f7e,224f39f4-b27d-495b-949f-b98541fa695b
30 Arms Incline Hammer Curl,Incline Dumbbell Hammer Row,0.6799,No description available,Strength,Biceps,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Incline-Dumbbell-Hammer-Row.gif,57ff8a14-ba36-43d5-8cb5-cbb9ac207173,bed37f49-0926-405a-be87-f3a44fbcaa83
30 Arms Hammer Curl,Hammer Press,0.6117,No description available,Strength,Biceps,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,b570355a-92ac-426f-93ce-2dbdfa34bee8,0e251ec4-4873-44eb-b019-81d1fa0d13e0
Reverse Plate Curls,Dumbbell Reverse Curl,0.6454,No description available,Strength,Biceps,forearm,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/04/dumbbell-reverse-curl.gif,77343988-6149-46ab-87c3-3188e020be24,f8299ede-2042-4e69-ae46-2756a4654f38
Suspended Curl,Banded Leg Curl,0.3674,No description available,Strength,Biceps,leg,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Banded-Leg-Curl.gif,1ddc58e4-eb07-48f5-be92-7455dfe2de1a,3d57c3ea-e3b0-4e30-b7a6-0a26ed859c6e
Plate hammer curl,Hammer Press,0.6077,"The plate hammer curl is an exercise that targets the long head of the biceps as well as the brachialis and brachioradialis muscles. Typically hammer curls are done with dumbbells, but in this case, holding a weight plate places the hands in the same neutral position.",Strength,Biceps,chest,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Press.gif,4a823345-3ff8-4e61-9f91-1260bae25a9f,0e251ec4-4873-44eb-b019-81d1fa0d13e0
Barbell spider curl,Spider Plank,0.6399,"The barbell spider curl is an exercise targeting the biceps and performed face down on either an incline bench or on the flat side of a preacher bench. The vertical bench angle helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Biceps,cardio,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Spider-Plank.gif,f8384d31-c88d-4340-924b-9bdddf024813,aa1762fc-b40e-4645-8b93-cd6890bbcce5
Barbell forehead curl,Barbell Reverse Wrist Curl,0.2916,"The barbell forehead curl is a classic movement from the Golden Age of bodybuilding and is often associated with Dave ""The Blond Bomber"" Draper. The barbell is brought up to your forehead instead of to your chest, emphasizing the squeeze and peak contraction. It is usually performed for moderate to high reps, such as 8-12 reps per set.",Strength,Biceps,forearm,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Barbell-Reverse-Wrist-Curl.gif,c23c3cd9-10a2-4c66-81b9-2e95c8f3ca55,916d5c14-92db-42d2-82da-c1185a12c4a7
Standing Biceps Cable Curl,One Arm Cable Bicep Curl,0.6663,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",Strength,Biceps,biceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/One-Arm-Cable-Bicep-Curl.gif,1fd4984d-0a9e-491a-abbb-283ea28d182a,0522f3a6-cd17-4c1a-b175-e2266fbdebb0
Lying Close-Grip Bar Curl On High Pulley,Kneeling High Pulley Row,0.4991,The lying high-cable biceps curl is an unusual move for building the biceps—but it’s a highly effective one. Lying prone and curling down toward you provides a different stimulus than more standard approaches allow.,Strength,Biceps,trapezius,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kneeling-High-Pulley-Row.gif,e178d199-5446-4a8c-8b6b-e4361d33a7d9,1b715656-3d7f-47c7-bb13-f6abd6b94452
Cable EZ-Bar Preacher Curl - Gethin Variation,Two Dumbbell Preacher Curl,0.5637,"The cable preacher curl is a single-joint arm exercise that builds strength and size in the biceps using a cable stack and a preacher bench. It is popular in muscle-building arm workouts because the angle of the bench effectively removes the shoulders from the movement, largely isolating the biceps. It is generally performed for higher reps, at least 8-15 per set.",Strength,Biceps,biceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Two-dumbbell-preacher-curl.gif,48e6d654-5639-415d-bf09-e55b91bccdfd,6422f662-62e8-44a4-b51b-5336facf2c99
Squatting cable EZ-bar biceps curl,Cable Reverse Grip EZ-bar Biceps Curl,0.5312,"The squatting cable EZ-bar biceps curl is an exercise that builds and strengthens the biceps while the lower body is in a static squat position. It is usually performed for higher rep sets, such as 8-12 reps per set or more, in combination with other curls or arm training. It is most similar in arm positioning to a preacher curl, but has some unique benefits to the lower body, as well.",Strength,Biceps,biceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif,25d00a38-bf4d-45a6-8fca-a9718ddb107c,a65a79f7-78f2-4300-acfc-af6f45964174
Cable straight-bar biceps curl,One Arm Cable Bicep Curl,0.6078,"The cable straight-bar biceps curl takes a classic bodybuilding exercise, the standing barbell curl, and replaces the barbell with a handle attached to a cable. This is a common burnout move performed for moderate to high reps, such as 8-12 reps per set, as part of an upper-body or arm-focused workout.",Strength,Biceps,biceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/One-Arm-Cable-Bicep-Curl.gif,38d4e35b-2975-41c3-ac06-1d35af092d04,0522f3a6-cd17-4c1a-b175-e2266fbdebb0
Standing reverse-grip cable curl,Cable Reverse Grip EZ-bar Biceps Curl,0.6721,"The standing reverse-grip cable curl takes a classic bodybuilding exercise, the reverse barbell curl, and tweaks it by using a handle attached to a cable stack instead. It targets the forearm muscles and brachialis to a greater degree than underhand biceps curl variations. Because grip is a limitation, this move is commonly performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Biceps,biceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif,75aca422-9bda-4724-8bea-80b58249914e,a65a79f7-78f2-4300-acfc-af6f45964174
