title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
Standing Calf Raises,Standing Calf Raise,1.0,"The standing calf raise is a popular movement to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. When unweighted, it is usually performed for high reps or for time.",Strength,Calves,calf,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Standing-Calf-Raise.gif,83789588-a5d1-4d51-bb69-14b229142c4c,1341abcd-8451-496b-a262-71b24ca69476
Seated Calf Raise,Lever Seated Calf Raise,0.8393,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",Strength,Calves,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Seated-Calf-Raise.gif,a0ccad3d-e87d-4d1c-bc57-a5c3d37a9ecd,f10ba177-1ac1-42cb-a46c-6801c2d78c76
Calf Press On The Leg Press Machine,Seated Calf Press on Leg Press Machine,0.8501,"The leg press calf raise is an exercise that uses the leg press machine to work the calves. With the toes and balls of your feet on the platform but heels off, you push forward to work the calves.",Strength,Calves,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Calf-Press-on-Leg-Press-Machine.gif,25bbddcf-81d6-4934-9863-a3ec38ac8e4d,86131c04-9a3e-4c57-a623-ffcfc0b6dbd3
Donkey Calf Raise - Gethin Variation,Donkey Calf Raise,0.8739,"The donkey calk raise is a strength and muscle-building exercise focused on the muscles of the lower leg, most prominently the gastrocnemius muscle. While traditional donkey calf raises involved either a specific machine or carrying another person on one's back, this method uses a weight belt. It can be done in traditional muscle-building rep ranges, or for higher reps as part of lower-body training.",Strength,Calves,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Donkey-Calf-Raise.gif,16837986-e48e-4bda-b026-2aaaac2cda7c,d47d1a05-44d8-4b1f-b391-25c71cb08e19
Hack squat calf raise,Hack Squat Calf Raise,1.0,"The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",Strength,Calves,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Hack-Squat-Calf-Raise.gif,0a56f257-e28f-486e-8084-d2738b718f96,5b98b778-b6d5-4372-b18d-b704e5fe2ffc
Leg press calf raise,Leg Press Calf Raise,1.0,"The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",Strength,Calves,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Leg-Press-Calf-Raise.gif,d102ccca-0146-4f67-9ad5-21c63741c66a,78ff22bb-f578-4f1f-9a7b-d1a57bd14b4f
Knee Circles,Knee Circles,1.0,No description available,Stretching,Calves,leg,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Knee-Circles.gif,d0ab249e-ea97-4aed-93ae-cb8757cb172b,a0a263eb-e20f-4bb2-bc76-1018512ba68c
Standing Gastrocnemius Calf Stretch,Standing Gastrocnemius Calf Stretch,1.0,No description available,Stretching,Calves,calf,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Gastrocnemius-Calf-Stretch.gif,d43d435e-0a5a-4f63-be14-45fb7516cf86,b9f2271f-c5f7-4858-bf9f-34b3c1bbff9e
Wall calf stretch,Standing Wall Calf Stretch,0.8326,The wall calf stretch is a stretch targeting the calf muscles. This is a simple way to stretch these often-tight muscles without any equipment needed.,Stretching,Calves,calf,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Wall-Calf-Stretch.gif,03db2c93-492b-4cc5-ad7a-713ce3ab2e9e,187dfb1b-aa86-4a65-8291-2b77f72f14d9
Close-grip bench press,Close Grip Bench Press,1.0,"The close-grip bench press is a popular exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together, which places more of an emphasis on the triceps. The close-grip bench press is often used as an accessory movement for the traditional bench press, or as a triceps builder for arm training. Similar to the bench press, it can be trained in low reps for strength or higher reps for muscle or strength endurance.",Strength,Chest,chest,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Close-Grip-Bench-Press.gif,11c89ff2-f79f-451b-8f9b-d532a20ece10,c4cdbb53-fa05-4382-8e60-7605c2908f81
Decline barbell bench press,Decline Barbell Bench Press,1.0,"The decline barbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,chest,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/03/Decline-Barbell-Bench-Press.gif,cf6c96f9-f383-416c-8e9e-3fefdc9f5102,45fdfe0d-909e-4737-9f03-9b7524f87700
Wide-grip bench press,Wide Grip Bench Press,1.0,"The wide-grip bench press is a compound exercise targeting the chest and, to a lesser extent, the triceps. The main difference between this exercise and the standard bench press is that the hands are placed farther apart on the bar. Many lifters find they can handle more weight going wide than with narrower grips, although it's also worth noting that plenty of banged-up lifters have said benching with a wide grip may also have contributed to their shoulder injuries and pain. The wide-grip bench is often used as a chest-building movement in chest or upper-body workouts, or as an accessory movement for the traditional bench press.",Strength,Chest,chest,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/07/Wide-Grip-Barbell-Bench-Press.gif,63ddd1e5-b241-434a-85c9-ffc4d1309c5e,fd106560-0d12-44c9-be46-ecd8508e2e45
Bench press,Bench Press,1.0,"The bench press is a popular barbell exercise that builds strength and muscle in the chest, triceps, and shoulders. It is a popular way to measure overall upper-body strength, and is contested in the sport of powerlifting. When many people think of lifting, the bench press is often the first exercise that comes to mind. It can be performed for low reps for strength, higher reps for muscle, or for higher reps to build or measure strength endurance, like in the 225-pound bench press rep test in the NFL combine.",Strength,Chest,chest,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bench-Press.gif,312a7031-a330-4922-ad89-d604be7b37e1,aaacf4e0-c08e-456b-82c8-82b721c4695f
UP Close-Grip Bench Press,Close Grip Bench Press,0.9813,The close-grip bench pressis a compound exercise targeting the triceps and chest. The main difference between this exercise and the standard bench press is that the hands and elbows are placed closer together.,Strength,Chest,triceps,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Close-Grip-Bench-Press.gif,c7bf4494-19b1-4eca-bb9a-f64f51accba2,6c8a65c5-05b1-4d04-a157-5fbee445e6a6
30 Chest Incline Barbell Bench Press,Incline Barbell Bench Press,0.8682,No description available,Strength,Chest,chest,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Barbell-Bench-Press.gif,6c32287f-6e24-451a-8143-f0a7f3aaf7f7,04e098f8-49e1-4fb6-b01f-c87d4520e055
Incline Push-Up,Incline Push-up,1.0,"The hands-elevated push-up is a variation on the push-up, a body-weight standard. The hands are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Push-Up.gif,5c2ff1ae-a93a-4e1f-9b09-690d1d6ff8c4,198b769e-5a53-4984-b73e-71dade2d9a25
Decline Push-Up,Decline Push-up,1.0,"The feet-elevated push-up is a variation on the push-up, a body-weight standard. The feet are elevated, so that your body is aligned at an angle to the floor rather than parallel.",Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2015/07/Decline-Push-Up.gif,5a066cef-9d43-4bb9-8ee3-f6bf0da9c45f,64b1cb6b-153c-47a0-b062-2de0e4e82c80
Single-Arm Push-Up,Single Arm Push-up,1.0,No description available,Strength,Chest,chest,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif,f614ebab-bad8-4f67-880c-753b26406988,71f95eb8-44f9-4a70-beec-921b0bb64d42
Suspended push-up,Suspended Push-Up,1.0,"The suspended push-up is a bodyweight pushing exercise performed on a suspension strap system or gymnastic rings. It targets the chest, shoulders, and triceps, but is also challenging to the core and upper back. It can work in traditional strength and muscle-building rep ranges or for higher reps.",Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Suspended-Push-Up.gif,f7bde724-ec20-4965-b034-db82986c91ce,3839571d-2c85-44c7-9787-4773bce5a636
Diamond push-up,Diamond Push-up,1.0,"The diamond push-up is an advanced variation of the push-up exercise performed with the hands in a diamond shape. It increases the challenge to the triceps, but also targets the chest and shoulders.",Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Diamond-Push-up.gif,e941b533-ea02-42a2-94ff-395dd3369919,61549b69-c07b-4b9c-a9b2-11aaf2b5b55a
Swimming,Swimming,1.0,No description available,Cardio,Chest,trapezius,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Swimming.gif,b36212f5-7dd5-42a2-844b-52ac55b4415b,70f1265f-7684-4bc0-9d9a-42b0662049d3
AM Chest Dips,Chest Dips,0.9204,The chest dip is a chest-building exercise in which the lifter hangs between two parallel handles. Leaning the torso slightly forward shifts the emphasis from the triceps to the chest.,Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Chest-Dips.gif,d9c2ccc2-e412-4ffc-8a58-d292f5e6d3cd,64ea7c7a-56df-4861-84ee-344428acf9dd
Push-up,Push-Up,1.0,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Push-Up.gif,6c46ea08-8dfe-4e04-8bc0-7b2a52a9590b,c84d33be-4464-41d0-8e87-3fcfe9570ce8
Butterfly,Butterfly Sit-up,0.9287,"The machine chest fly is an exercise targeting the chest. The motion is often compared to bear-hugging a tree trunk. In chest workouts, this exercise often follows compound moves such as the bench press.",Strength,Chest,abs,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Butterfly-Sit-up.gif,cc07bd81-b9f1-48fe-9269-39d66191882c,81089467-2f74-48a6-92d9-b57a5d2cda00
Smith machine bench press,Smith Machine Decline Bench Press,0.8529,"The Smith machine bench press is a machine-based movement targeting the chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Decline-Bench-Press.gif,9999cdf6-10ad-4aa2-8524-4cadb2f23594,7362cb27-0da1-4b78-8d73-fb486f9e88f6
Machine chest press,Chest Press Machine,1.0,"The machine chest press is a machine-based exercise targeting the chest. It approximates the motion of a bench press but is usually performed facing forward and seated upright. Many machines offer multiple grip options, such as overhand, neutral (palms facing), or underhand. The chest press is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a pre-exhaust or muscle-building upper-body workout.",Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Chest-Press-Machine.gif,e309a06d-6822-4b7b-9a5d-b4760fbf6f31,7a1df1da-21aa-47b9-8513-a6a453011883
Smith Machine Incline Bench Press,Smith Machine Bench Press,0.874,"The Smith machine incline bench press is a machine-based movement targeting the chest, particularly the upper chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bench-Press.gif,27016fc8-c168-42ac-8e65-8ff61980d845,d706fb39-d1c5-4bf3-b764-57ff79547e24
Machine chest fly,Incline Chest Fly Machine,0.8397,"The machine chest fly is a machine-based exercise targeting the chest. It approximates the motion of a dumbbell fly or cable fly, but is usually performed facing forward and seated upright. The motion is often compared to bear-hugging a tree trunk. The chest fly is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a pre-exhaust or muscle-building upper-body workout.",Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif,f6b924dc-a680-46bb-8b3f-f299df8729c6,bdc512c5-722c-4b8a-8721-35b0591b7f9b
Smith machine incline bench press-,Smith Machine Incline Bench Press,1.0,"The Smith machine incline bench press is a machine-based movement targeting the chest, particularly the upper chest. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Incline-Bench-Press.gif,8a1c1b2e-bf62-4edc-9658-0adbd1908947,5e3ea358-0d26-40bf-ad75-7a15e9b8fd61
30 Chest Machine Incline Chest Press,Incline Chest Press Machine,0.9327,No description available,Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Chest-Press-Machine.gif,d627ecdc-59e4-4c47-b752-df25a5dae772,e89b0c4b-3a29-47b4-9034-329d720788dc
Cable Crossover,Cable Crossover,1.0,"The cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Since it's done using adjustable pulleys, you can target different parts of your chest by setting the pulleys at different levels. It is common in upper body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout, or a finishing movement at the end. It is often in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Crossover.gif,6be2ec7c-7c9a-43a1-88e9-0aa9a0ff6575,16b0008b-3326-459d-b823-b0d9c4e84ffc
Cable Chest Press,One-Arm Cable Chest Press,0.8481,No description available,Strength,Chest,chest,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/12/One-Arm-Cable-Chest-Press.gif,1dcf3743-1850-4b10-adb6-c29e5388df14,c50e9192-ca8b-4e8f-999f-42b798ae1e19
Standing Cable Chest Press,Band Standing Chest Press,0.8248,No description available,Strength,Chest,chest,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Band-Standing-Chest-Press.gif,31230a8e-fbce-4e7c-a2a9-ce4def4ce637,715537c6-770a-4d1d-9e91-48d1c63311c1
Lying cable chest fly,Lying Cable Fly,0.832,"The lying cable chest fly is an isolation movement that uses a cable stack and a flat bench to build bigger and stronger pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often as a pre-exhaust at the beginning of a workout or as a finishing movement at the end. It is often used in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lying-Cable-Fly.gif,5eaa8f96-9bc6-42a5-9da4-382617270cf1,1757fa21-1711-4e90-a711-5055d9a7e7d0
Seated cable chest fly,Seated Cable Chest Press,0.8279,"The seated cable chest fly is an isolation movement that uses a cable stack and an upright bench to target the pectoral muscles. Being able to brace against a seat can help you stabilize your torso and focus on isolating the pecs, feeling them stretch and contract. It is usually used in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Chest-Press.gif,ebfef829-edb6-4d58-826c-9af7ddea3558,26ff774d-79de-4d42-934a-42d27dbec065
Medicine Ball Chest Pass,Standing Medicine Ball Chest Pass,0.8965,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back-and-forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training.",Plyometrics,Chest,chest,Medicine Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/08/Standing-Medicine-Ball-Chest-Pass.gif,4d05248d-3e05-4763-ac55-3d022302628f,f2ebd95e-ed6b-425d-bb54-a15d2705426c
Medicine ball push-up,Medicine Ball Push-Up,1.0,"The medicine ball push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. The addition of the medicine ball adds a degree of difficulty and can increase chest and triceps activation.",Strength,Chest,chest,Medicine Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif,c9df1b58-dcea-4533-9e08-9b8b6e9ea21b,6ad39ba3-06df-4de5-a41e-4067da4730b7
Reverse-grip incline dumbbell bench press,Reverse Grip Incline Dumbbell Press,0.9178,"The reverse-grip incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Pressing with a reverse grip targets the upper chest in particular, especially when performed on an incline. This press variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,chest,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Grip-Incline-Dumbbell-Press.gif,63de06d9-4286-4ae1-87e8-599f14cf8584,65ba4d9a-e749-469a-ad46-162f5a67a08f
Decline dumbbell bench press,Decline Dumbbell Press,0.8765,"The decline dumbbell bench press is a popular upper-body exercise targeting the lower pectoral muscles. While it can be a strength-focused movement, it is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Decline-Dumbbell-Press.gif,47ac4345-e421-49bc-8ea3-55366c78c56f,1af980fa-c59d-4d56-83b7-de4e9ba4ebf5
Close-grip dumbbell bench press,Close-Grip Dumbbell Press,0.891,"The close-grip dumbbell bench press is a popular variation of the dumbbell bench press in which the dumbbells are held closer than shoulder width. This places more emphasis on the triceps, and perhaps also the inner chest. The close-grip dumbbell bench press can be performed in lower reps for strength or higher reps for muscle growth.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Close-Grip-Dumbbell-Press.gif,dc0eef32-e371-4d37-a5a3-339c2236aa17,112ee795-a32c-4537-9a51-745a4a5f4d4a
Dumbbell bench press-,Dumbbell Bench Press,1.0,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Press-1.gif,ec44c826-2ed0-462d-8eba-859acd17b9d1,b7b863d7-949a-4fcd-862c-49ef37f3238d
Machine rear delt fly,Rear Delt Fly Machine,1.0,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Chest,trapezius,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Rear-Delt-Machine-Flys.gif,a51cd730-de1d-48ae-8c85-e7d5d3009dd2,a66b391d-a906-47bf-a6bd-23bf692e109f
UP Incline Dumbbell Press,Incline Dumbbell Press,0.9756,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-Dumbbell-Press.gif,3a2222cb-7b3b-4341-b972-7b1a71032c74,c61fa4c1-4db4-4270-a339-99b22a41f8c8
UP Incline Dumbbell Fly,Incline Dumbbell Fly,0.9758,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Incline-dumbbell-Fly.gif,4bc028b2-e882-4504-b729-e11694f1e9ae,4e3f7022-8d71-4857-9a48-887f7462e56e
Drop Push,Drop Push-Up,0.9712,No description available,Plyometrics,Chest,chest,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Drop-Push-Up.gif,40c0f9bd-728a-45e2-a1d2-bc67b629a8b5,bce0dd59-7150-426d-ae11-8ef5cedd22f2
Weighted Push-Up,Weighted Push-up,1.0,"The plate-weighted push-up is a simple way to make a classic bodyweight exercise more difficult. It targets all the same muscles as the push-up: chest, triceps, shoulders, upper back, and core. You can balance a plate on your upper back yourself, but it's easier and safer to have someone else put it there. If you stack a few plates up, be sure to have a spotter close at hand.",Strength,Chest,chest,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Weighted-Push-up.gif,148d0c46-ddc3-4aa5-a234-62c823060b29,8f50dc95-4d81-4736-8147-63a63316ade5
Svend press,Svend Press,1.0,The Svend press is an exercise where the chest is targeted by performing presses while squeezing two weight plates together. It is usually performed for relatively high reps with light weights as an accessory movement to the bench press or as a burnout movement on chest day.,Strength,Chest,chest,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Svend-Press.gif,173ec1b1-ffb0-4d3e-a081-783f7eb88bad,b10e956b-035c-4774-99f2-22c5073f08bb
Bosu Ball Push-Up,Bosu Ball Push-Up,1.0,No description available,Strength,Chest,chest,Exercise Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Bosu-Ball-Push-Up.gif,ecaa9797-35ca-487c-8484-583fe94edf55,e09b3b8b-c141-43ad-b6f1-ec4cf36516f7
Standing behind-the-back wrist curl,Behind The Back Barbell Wrist Curl,0.8286,"The standing behind-the-back wrist curl is a popular exercise to target the muscles in the forearms, wrists, and fingers. It is generally performed for moderate to high reps, such as 8-15 reps per set, and can work as isolated forearm training or as part of an arms-focused workout.",Strength,Forearms,forearm,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Behind-The-Back-Barbell-Wrist-Curl.gif,da435b0d-9045-4017-b19a-f51081b494c4,c94f431d-ef56-479b-bc40-255365eada64
Dumbbell farmer's walk,Farmer's Walk,0.9168,"The dumbbell farmer's walk is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strongman,Forearms,full-body,Other,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Farmers-walk_Cardio.gif,703a82cf-e2db-428c-a854-2732a145dda2,ac44d4f2-f179-4089-89ab-e8f0b2313fb5
Wrist Roller,Wrist Roller,1.0,No description available,Strength,Forearms,forearm,Other,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/08/wrist-roller.gif,c8df2d95-dae4-4ebd-84a3-3a76ab3c5f4d,2bfeaf34-8d0e-416e-b849-5058e003a521
Cable Wrist Curl,Wrist Curl,0.8695,No description available,Strength,Forearms,forearm,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/barbell-Wrist-Curl.gif,f1aaaada-708a-4eff-a683-b5ff4dd9a35e,9e712cec-7689-473b-8485-dd97385b62f9
Wrist Circles,Wrist Circles Stretch,0.8762,No description available,Stretching,Forearms,forearm,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Wrist-Circles-Stretch.gif,76593b21-ec17-4953-b846-e80add828078,8ccd7b43-896f-425d-9f68-574881c3bc6e
Piriformis SMR,Piriformis Stretch,0.8459,"Piriformis self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the piriformis muscles in the upper gluteal region, some people find they can cause this often painful and tight muscle to relax or ""release."" Piriformis SMR is often accompanied by SMR on the iliotibial (IT) band or tensor fascia lata (TFL muscles), or by stretches that target the glutes and hips.",Stretching,Glutes,leg,Foam Roll,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Piriformis-Stretch.gif,83b83720-64f0-453c-aa09-ab847c016080,b7b40546-b638-4115-af35-804d2564f6db
Kneeling Jump Squat,Kneeling Jump Squat,1.0,No description available,Olympic Weightlifting,Glutes,leg,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Jump-Squat.gif,83a02e39-f214-4886-bc1f-0d7de31434a5,6c45e664-c82f-4f38-8f04-3761645ae472
Kettlebell thruster,Kettlebell Thruster,1.0,"The kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press, while holding the bell in a goblet or bottoms-up grip. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Glutes,shoulders,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif,b3ee323b-c6bb-43cc-9694-e1d2601aff1f,c7703abb-dea6-4316-8819-febd8b6369db
Pull Through,Dumbbell Pull Through,0.8948,No description available,Strength,Glutes,erector-spinae,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif,46980a16-75df-4a81-8068-5f7429660385,b90dfc0d-375d-4d54-8f7e-469551971b63
Glute bridge,Glute Bridge,1.0,"The glute bridge is a popular lower-body bodyweight exercise that primarily targets the glutes, but also activates the lower back and hamstrings. It can be performed with body weight alone, or with added resistance such as barbells, dumbbells, or bands. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",Strength,Glutes,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Glute-Bridge-.gif,0a2ea85d-1f4b-4935-b34d-02cfd87139ca,54541ca6-21d1-4057-b468-32ae59a3cb46
Step-up with knee raise,Step Up with Knee Raises,1.0,"The step-up with knee raise is a lower-body exercise targeting the quads, glutes, and hamstrings. It differs from a traditional step-up in that at the top, you lift the trailing leg up to full hip flexion. This gives the exercise a greater range of motion and more of a focus on powerful hip extension in the working leg. When performed with body weight, these are usually performed for high reps as part of a dynamic warm-up, as cardio acceleration, or as part of the lower-body portion of a workout or circuit.",Strength,Glutes,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Step-up.gif,d6258f4e-7008-4394-b896-031ee3d67b08,abaa8280-0993-4c94-a219-3256397cfede
Lying glute stretch,Lying Glute Stretch,1.0,"The lying glute stretch is a stretch to help increase flexibility in the glutes and hips. It involves rotating a single leg over the body while lying flat on the back, and reaching around the leg to facilitate a stretch. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work anytime.",Stretching,Glutes,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-glute-stretch.gif,4345956f-4ce8-4a00-a36c-ab164891f7e3,2516bde7-9e07-46e9-ae77-028873aee13f
