title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
30 Chest Push-Up To Isometric Hold,Isometric Pull-Up,0.7371,No description available,Strength,Chest,back,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Isometric-Pull-Up.gif,bc715b8a-d3ec-4898-92a9-e0225d31fbbd,a9ad607b-3b57-4be2-a936-8eadcf220576
30 Chest Push-Up,Chest Tap Push-up,0.7602,No description available,Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif,df770873-8d6c-4687-9409-32846dbda00a,217692d0-56db-4183-a34b-75f42205c28d
MetaBurn Push-Up With Hand-Up Rotation,Push-up With Rotation,0.7288,No description available,Strength,Chest,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif,24a4c211-15e2-4477-a6dc-882db4328364,84dfdcf9-d3c2-41cf-8573-f963edda6896
Cross-over push-up,Cross Arm Push-up,0.805,The cross-over push-up is a variation of the push-up that adds a degree of difficulty by stepping over a small box or step between repetitions. It can be performed for time or for reps and creates a greater core stabilization challenge by forcing the core muscles to maintain the a neutral spine throughout the movement.,Strength,Chest,triceps,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Cross-Arm-Push-up.gif,55620087-2715-474b-bfd3-4374bdb94522,c5bd1470-b2a8-4587-bd23-61162d7f9cc6
Leverage Incline Chest Press,Lever Incline Chest Press,0.7512,No description available,Strength,Chest,chest,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif,78411f40-89a7-4a2d-8239-4378b3008447,b7318a77-24c7-4e1f-99e9-628dc15af0fa
Leverage Decline Chest Press,Lever Decline Chest Press,0.7636,No description available,Strength,Chest,chest,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Lever-Decline-Chest-Press.gif,9ccf227f-6bb6-4509-964a-6680a9caeccb,8852feef-a9bd-4d6b-a212-2648d4e64b20
Smith Machine Decline Press,Decline Chest Press Machine,0.7716,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout.",Strength,Chest,chest,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Decline-Chest-Press-Machine.gif,0dd7a636-9d64-4c93-a744-a6da4e752b74,5177e87e-493d-4e0e-ab22-e13650fb6fa1
Machine bench press,Bench Press Machine Standing Calf Raise,0.6928,"The machine bench press is a machine-based exercise targeting the chest and upper body. It approximates the motion of a bench press, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based presses are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or chest-focused portion of a workout.",Strength,Chest,calf,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Bench-Press-Machine-Standing-Calf-Raise.gif,786c47d7-a26b-4a0f-9636-ef4c1a4103a6,77457c0f-436e-4a06-af7d-1128e70fccee
Smith machine decline bench press,Smith Machine Leg Press,0.7181,"The Smith machine decline bench press is a machine-based exercise targeting the chest muscles, particularly the lower pectoral muscles. The Smith machine mimics a barbell but provides more stability. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body workout.",Strength,Chest,leg,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Leg-Press.gif,ecded7a7-1099-4c29-9fc9-63c8a379d5e2,d947db92-4e0c-46f8-90b6-dc15a432ae79
30 Chest Machine Flat Chest Press,Lying Chest Press Machine,0.7213,No description available,Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif,3cfffcd9-7878-4364-a8d6-c76de8b88504,dc8ba17c-4e69-4601-b2c5-b6f00200a0c4
30 Chest Smith Machine Incline Chest Press,Incline Chest Fly Machine,0.7766,No description available,Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif,dd6cba92-1af1-4a3b-85e4-253e9552b8af,bdc512c5-722c-4b8a-8721-35b0591b7f9b
30 Chest Smith Machine Chest Press,Lying Chest Press Machine,0.7274,No description available,Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif,0b76af00-1cfe-4ade-b63a-b1d7eb56a9fe,dc8ba17c-4e69-4601-b2c5-b6f00200a0c4
30 Chest Machine Fly,Machine Fly,0.7807,No description available,Strength,Chest,chest,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/10301301-Lever-Pec-Deck-Fly_Chest_720.gif,3dd66b61-d331-4f05-bbba-53b7b390163e,99cc8f1a-ea7d-40d4-bb8a-13ab1ad2439d
Low-cable cross-over,Low Cable Crossover,0.7134,"The low-cable cross-over is an isolation movement that uses a cable stack to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often in combination with presses or flyes from other angles to target all portions of the chest.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Low-Cable-Crossover.gif,15942857-d1bd-442c-a60c-8c075efe6324,b1c7030b-66ca-4e24-93d7-c1cae6398dfb
Incline cable chest fly,Incline Cable Row,0.6921,"The incline cable chest fly is an isolation movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often after pressing movements like the barbell or dumbbell bench press or as a finishing movement at the end of the workout. It is often used in combination with other flyes to target the chest from different angles.",Strength,Chest,back,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Incline-Cable-Row.gif,662e982b-7f75-4502-a84c-3f3367733b66,280b220d-cffb-4e3d-bfc8-7c45f70a8643
Incline cable chest press,Lever Incline Chest Press,0.764,"The incline cable chest press is a pressing movement that uses a cable stack and an incline bench to target the upper portion of the pectoral muscles, similar to an incline dumbbell press. It is common in upper-body and chest-focused muscle-building workouts, where it can be effective as a primary movement in classic hypertrophy rep ranges, as a pre-exhaust, or as a high-rep finisher. It is often used in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif,0d075ede-2f48-41a5-ae53-8574b2606346,b7318a77-24c7-4e1f-99e9-628dc15af0fa
Single-arm cable cross-over,Single-Arm Cable Crossover,0.7565,"The single-arm cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Working the chest one side at a time allows you to focus on the balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Arm-Cable-Crossover.gif,8b993de9-056b-438f-9537-b889debdd2bb,2de19d29-1bb7-458d-8017-3fa0433b84d9
One-Arm Cable Crossover - Gethin Variation,Single-Arm Cable Crossover,0.7517,"The single-arm cable cross-over is an isolation movement that uses a cable stack to build bigger and stronger pectoral muscles. Working the chest one side at a time allows you to focus on balance between sides of your chest, and really feel the chest muscles contracting. It is common in upper body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Arm-Cable-Crossover.gif,f1a7c651-c0a6-4b8c-b94f-8d48dc1875c3,2de19d29-1bb7-458d-8017-3fa0433b84d9
30 Chest Incline Cable Chest Press,Lever Incline Chest Press,0.7452,No description available,Strength,Chest,chest,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif,19c3590e-361c-45ec-9eee-85de7a67971a,b7318a77-24c7-4e1f-99e9-628dc15af0fa
Chest Push (multiple response),Chest Tap Push-up,0.777,No description available,Plyometrics,Chest,chest,Medicine Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif,02003f09-b60e-4462-a10d-46ecd136341d,217692d0-56db-4183-a34b-75f42205c28d
Chest Push (single response),Chest Tap Push-up,0.777,No description available,Plyometrics,Chest,chest,Medicine Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Chest-Tap-Push-up.gif,7089343a-d929-41ed-82ee-420b919dd6cf,217692d0-56db-4183-a34b-75f42205c28d
Dumbbell Bench Press,Dumbbell Bench Squat,0.7393,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Chest,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/dumbbell-bench-squat.gif,07bd94c0-e5da-4b5e-8b80-3f963adcdba1,2d9a1e35-1970-481d-91f9-bc01d9834ce2
Hammer Grip Incline DB Bench Press,Incline Dumbbell Hammer Press,0.6851,No description available,Strength,Chest,chest,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Dumbbel-Hammer-Press.gif,d4d1b56f-2398-4513-a3ce-48ce13e9c85c,ab30e968-8688-40f8-8344-a3eeffda7fa1
Straight-arm dumbbell pull-over,Dumbbell Straight Arm Pullover (knees at 90 degrees),0.7833,"The straight-arm dumbbell pull-over is an exercise that targets the muscles of the pecs, lats, and serratus anterior muscles. Performing this movement with straight arms makes it more difficult, increases the stretch on the serratus muscles and lats, and forces the core to work harder. Old-school bodybuilders would perform pull-overs with light weights for sets of 20 between sets of heavy 20-rep squats, but they are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Straight-Arm-Pullover-knees-at-90-degrees.gif,c6084116-dd56-4016-9765-8d4bdd489e05,27933784-2e52-4a0a-b8cf-dd2c98eea358
Single-dumbbell push-up,Single Arm Push-up,0.7436,"The single-dumbbell push-up is a more difficult push-up variation where you balance your hands on the ends of a dumbbell. This simple change makes many muscle groups work harder, helping encourage muscle and strength gains across the upper body.",Strength,Chest,triceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif,98db34eb-566b-4e6d-bc1a-e389947cf04e,f38f07ce-2322-41ca-b7f6-c9b26c639508
Dumbbell Fix Dumbbell Floor Chest Fly,Dumbbell Fly,0.7008,No description available,Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Fly.gif,e513eae2-7b38-4719-b5df-fc5ad046c220,6e506357-89a7-4ab8-9080-839eab5cbc9b
Incline dumbbell chest fly,Incline Chest Fly Machine,0.7443,"The incline dumbbell chest fly is an upper-body exercise targeting the chest. Performing it at an incline helps to target the upper chest in particular, while limiting involvement of the shoulders. Fly variations are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif,2d5f96c7-3825-4943-9d77-2ba8319fe1fc,bdc512c5-722c-4b8a-8721-35b0591b7f9b
Dumbbell push-up row,Dumbbell Row,0.7982,"The dumbbell push-up row combines pressing, rowing, and core stabilization into a single sequence. It's popular in time-efficient strength and muscle-building workouts.",Strength,Chest,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Row.gif,5c596496-62d8-4b57-bc97-15726261bc1a,1f92fb46-9209-4e46-ae09-323a5b0fc443
Incline dumbbell fly and press,Incline Dumbbell Reverse Fly,0.6958,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Reverse-Fly.gif,73fce457-bcd0-4bfd-a5a1-d90a6ea51698,2f69b70f-debb-4519-b1d5-281d89196caa
Single-arm decline dumbbell bench press,Decline Bench Dumbbell Lunge,0.7072,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Chest,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Decline-Bench-Dumbbell-Lunge.gif,b913d2bb-2972-4afb-8fe1-0f975d1d8899,28291cc1-cfdb-4273-92dd-ba7cc770c959
Dumbbell chest fly,Dumbbell Fly,0.7611,"The dumbbell chest fly is a popular exercise that targets the pectoral or chest muscles. It attempts to isolate the chest muscles, stretching and contracting them while limiting involvement of the shoulders. Unlike a press, where the elbows bend and flex, flyes should keep a relatively consistent elbow angle. The motion is sometimes compared to ""hugging a tree."" Dumbbell flyes are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a chest or upper-body focused workout.",Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Fly.gif,ed251cdc-fcef-4f6b-bc89-9bc213d29ee9,6e506357-89a7-4ab8-9080-839eab5cbc9b
30 Chest Dumbbell Fly,Dumbbell Fly,0.7267,No description available,Strength,Chest,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Fly.gif,517d07a7-01d2-4f4c-a6c9-17002a0a4c1e,6e506357-89a7-4ab8-9080-839eab5cbc9b
Close-grip EZ-bar bench press,Close-Grip Reverse Bench Press,0.7721,"The close-grip EZ-bar bench press is an exercise targeting the chest, shoulders, and triceps. This move is more commonly done with a straight bar and is often only performed with an EZ-bar as part of a complex of movements such as pull-overs or skullcrushers.",Strength,Chest,chest,E-Z Curl Bar,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Reverse-Close-grip-Bench-Press.gif,a5946fc7-2c84-41c3-b88a-6907166a7d45,ee5c4741-a710-40f3-a7d6-64b06ce5f31e
Exercise ball chest stretch,Seated Chest Stretch,0.7231,"The exercise ball chest stretch is a simple stretch for the pectoral muscles that can be made more dynamic with help from a medicine ball. It can work in a dynamic warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy. If the stretch causes pain in the front of your shoulder, dial back the intensity or choose another chest stretch.",Stretching,Chest,chest,Exercise Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Chest-Stretch.gif,011e459c-4fe9-4b81-bc14-232b4e61802c,e8771692-b60b-4438-95a3-4e1c3b35b7c9
Seated finger curl,Dumbbell Finger Curl,0.7956,"The seated finger curl is an exercise targeting the muscles of the hands and forearms. It is popular with rock climbers and other athletes looking to build forearm size and strength. The range of motion is tiny, but done for moderate to high reps, these will definitely make the forearms burn.",Strength,Forearms,forearm,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Finger-Curl.gif,b383d9c1-60fd-44e0-b144-f8442c22b778,195bee04-aeb3-443d-8930-e818a08fb0de
Palms-Up Dumbbell Wrist Curl Over A Bench,Dumbbell Wrist Curl,0.6843,No description available,Strength,Forearms,forearm,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Wrist-Curl.gif,3f8bf07d-4a1b-42e5-bc3b-3a749d32cc49,6fa9027f-768c-455b-bc1b-980aee6c56e3
Seated Dumbbell Palms-Up Wrist Curl,Dumbbell Wrist Curl,0.7233,No description available,Strength,Forearms,forearm,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Wrist-Curl.gif,6c36e7ca-dcd1-450c-9000-dc72f6a36059,6fa9027f-768c-455b-bc1b-980aee6c56e3
Side plank with dumbbell external rotation,Side Plank Rotation,0.7039,"The side plank with dumbbell external rotation is a movement that combines an isometric side plank hold with a dumbbell rotation to target both the core and the rotator cuff muscles. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a dynamic warm-up or as accessory work at the end of a workout.",Strength,Forearms,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/01/Side-Plank-Rotation.gif,da2aff68-af3d-4e14-a5c3-83ac8d8bedae,34876b31-d06c-4a5d-b4fc-2f079dc0aea7
Single-arm cable push-down,Single Arm Push-up,0.7216,"The single-arm cable push-down is a single-joint isolation movement that develops the triceps muscle one arm at a time. Because the action is purely at the elbow joint, it is difficult to use any substantial weight. Reps are usually high, such as 8-12 reps per set or more, with a focus on strict form and feeling the mind-muscle connection.",Strength,Forearms,triceps,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif,cbe4886f-49e1-40d2-a9af-110a7d520405,f38f07ce-2322-41ca-b7f6-c9b26c639508
Barbell Hip Thrust,Barbell Thruster,0.6825,"The barbell hip thrust is an exercise that engages the posterior chain, particular the glutes. It involves fully extending your hips while holding a weighted barbell across the midsection.",Powerlifting,Glutes,shoulders,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,183f5560-aa03-494d-b527-f1559135a29d,b70eac51-1723-41ea-a555-a09190ed7c0d
Kneeling Squat,Kneeling Push-up,0.7451,No description available,Powerlifting,Glutes,chest,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Kneeling-Push-up.gif,ace0eb51-2c7a-42e3-b207-c1df94e6194d,24f0d65d-5027-4c71-b95d-ff6221deb64b
UNS Cable Pull-Through,Dumbbell Pull Through,0.7262,No description available,Strength,Glutes,leg,Cable,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif,f3129914-be3c-4b34-8285-d4f8cc48395b,6f11ebfc-6925-40ba-9a49-9018351b7d48
One Knee To Chest,Single Knee To Chest,0.7235,No description available,Stretching,Glutes,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Knee-To-Chest-Stretch.gif,a08a963a-0ff7-44a9-98df-ff745e4b1be5,6d4de4e5-35f1-46ec-94a3-07ffce1825b6
Walking High Knee,Walking,0.7594,No description available,Strength,Glutes,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Walking.gif,51f8395d-15d7-44dc-a964-efe66ab0c82d,a26f4c1a-9672-47a7-b14b-ba627c32825c
Walking Butt Kicks,Butt Kicks,0.7386,No description available,Strength,Glutes,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Butt-Kicks.gif,dac7d1dd-253f-4326-828d-23eb03b21c0f,092ae57a-9e86-4cf6-877e-6f55b0a9fc46
HM Right Side Iron Cross,Dumbbell Iron Cross,0.6883,No description available,Strength,Glutes,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif,1e5febc8-7a65-423c-9d85-04af9af884ee,8a8886b1-ee84-4eb9-a6fe-d860e5c0095e
HM Left Side Iron Cross,Dumbbell Iron Cross,0.6908,No description available,Strength,Glutes,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Iron-Cross.gif,b5bbc14d-b79c-433b-b30f-7c43aefc656a,8a8886b1-ee84-4eb9-a6fe-d860e5c0095e
HM Leg Lifts,Plank Leg Lift,0.7123,No description available,Strength,Glutes,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Plank-Leg-Lift.gif,3c52bc3d-2229-4b8d-b438-f984188bff64,15199dde-d1fe-43d4-8f35-fb1cde80c774
Barbell hip thrust-,Barbell Thruster,0.6825,"The barbell hip thrust is a popular exercise that targets the posterior chain, particularly the glutes and hamstrings. It involves fully extending your hips while holding a weighted barbell across the front of the hips. It is a great movement to activate the glutes prior to other lower-body training, but can also be performed in the main part of a workout, or for high reps as a glute burnout.",Strength,Glutes,shoulders,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,ee885f2d-d5e0-495f-a8c6-29f3cd014c7c,b70eac51-1723-41ea-a555-a09190ed7c0d
Barbell stiff-legged deadlift,Stiff Leg Deadlift,0.742,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,erector-spinae,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,9f3cedea-13f5-459d-a113-a6ef819f995d,867afdb7-775b-4d46-a38d-692629eabd3b
Stiff-Legged Deadlift,Stiff Leg Deadlift,0.8,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Hamstrings,erector-spinae,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,f67a764d-a12d-43c1-9a42-84bf1dae2f73,867afdb7-775b-4d46-a38d-692629eabd3b
Snatch Pull,Barbell Snatch,0.7152,No description available,Strength,Hamstrings,full-body,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Snatch.gif,f912da4a-4493-4cf2-b5fb-dfcc7e7d3daf,c91121e8-cfce-4647-9e7a-080b4406f124
Reverse Band Sumo Deadlift,Dumbbell Sumo Deadlift,0.7077,No description available,Powerlifting,Hamstrings,full-body,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2023/09/dumbbell-sumo-deadlift.gif,74b81ad1-5dfe-4811-a3f7-32f86751c5f1,be02a9bc-b79e-45d9-9255-95f277d64b14
Split Snatch,Kettlebell Split Snatch,0.8048,No description available,Olympic Weightlifting,Hamstrings,leg,Barbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Split-Snatch.gif,34bbe87f-b843-4806-bc4e-14df3b734d84,89831483-91ba-43d3-9a74-a6eac3478cfe
Kettlebell One-Legged Deadlift,Kettlebell Deadlift,0.7578,"The kettlebell single-leg deadlift is a variation on the kettlebell deadlift where one foot stays planted on the ground while the other raises into the air at the bottom of the movement. It's popular in lower-body training for strength and muscle building, but also trains balance, grip, and the core muscles.",Strength,Hamstrings,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,0a271c1c-8aee-48a6-ac67-596bcaf3cba2,8e29e022-7883-4513-bc53-36f27d0c4836
Single-arm kettlebell clean,Kettlebell Clean and Press,0.7209,"The single-arm kettlebell clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level in a single movement. While the kettlebell clean is often used as a transitional movement into the press or front squat, it is also a valuable strength and power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Hamstrings,shoulders,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif,ad3f3683-59fa-4850-986b-95b86efd1995,81b02317-719c-41cc-8325-1fd9fa2fd9a5
Romanian Deadlift with Kettlebell,Kettlebell Deadlift,0.6937,No description available,Strength,Hamstrings,leg,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,79d9839f-1bee-489d-8612-58c1708e84e9,8e29e022-7883-4513-bc53-36f27d0c4836
Kettlebell Dead Clean,Kettlebell Clean and Press,0.7576,No description available,Strength,Hamstrings,shoulders,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Kettlebell-Clean-and-Press.gif,82d54308-ffa0-4465-aefd-8f4ec55457dd,81b02317-719c-41cc-8325-1fd9fa2fd9a5
Stiff-Legged Dumbbell Deadlift,Stiff Leg Deadlift,0.7508,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Strength,Hamstrings,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,20afb4ab-7f6d-4802-9559-471f7c03d0e2,867afdb7-775b-4d46-a38d-692629eabd3b
30 Legs Dumbbell Stiff-Legged Deadlift,Stiff Leg Deadlift,0.6989,No description available,Strength,Hamstrings,erector-spinae,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Stiff-Leg-Deadlift.gif,d00ccac0-04be-44f7-a535-1f99f3e00236,867afdb7-775b-4d46-a38d-692629eabd3b
Standing Leg Curl,Standing Single Leg Curl Machine,0.71,No description available,Strength,Hamstrings,leg,Machine,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Standing-Single-Leg-Curl-Machine.gif,d897997c-fc0d-4cae-8c63-18352d6fc8a7,d1ea5471-4f74-431a-ac52-96acbefe5ace
Lying leg curl,Banded Lying Leg Curl,0.7576,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Hamstrings,leg,Machine,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/05/Lying-leg-curl.gif,c2fc9ccc-cc86-4efd-8572-5fb65c1d5b2e,4a195fcc-19cc-455a-880f-2ed3e4a8bf73
Knee Tuck Jump,Squat Tuck Jump,0.7442,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Plyometrics,Hamstrings,cardio,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Squat-Tuck-Jump.gif,96d7822d-9443-4f15-bfe0-73d8d5bb0d27,1c327339-b798-4511-81c0-9b1d21ac998e
Leg-Up Hamstring Stretch,Standing Cross Leg Hamstring Stretch,0.7964,No description available,Stretching,Hamstrings,calf,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Cross-Leg-Hamstring-Stretch.gif,e18dad5b-0ef8-41b9-8c81-58b82196d6c0,76dd9515-d9c1-4323-8844-283d9c014257
The Straddle,Straddle Planche,0.7229,No description available,Stretching,Hamstrings,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Straddle-planche.gif,d0973bfd-25ae-445c-bc4d-0f57682aba01,93aa6c4d-1ea2-47ee-bbd6-e02234c4b13c
Knee To Chest,Single Knee To Chest,0.8165,No description available,Stretching,Hamstrings,leg,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Knee-To-Chest-Stretch.gif,04b0f26d-9f1a-4329-9e1a-702e0760a8c9,6d4de4e5-35f1-46ec-94a3-07ffce1825b6
Single-Leg Deadlift Walk,Dumbbell Single Leg Deadlift,0.7634,No description available,Strength,Hamstrings,erector-spinae,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Dumbbell-Single-Leg-Deadlift.gif,1b92d14b-3883-48b1-8136-ffec1075e9ef,250aa910-5d36-46aa-b174-4e806462ddc4
